"nu_Licitacao","cd_UGestora","tp_Licitacao","dt_Homologacao","tp_Objeto","vl_Licitacao","de_Obs"
"000142006",301095,2,"2006-12-06 00:00:00",2,726087,"fornecimento de placas com implantaçao , fornecimento de placas e colunas sem implantaçao e fornecimento de colunas com "
"000142007",304095,0,"2007-05-15 00:00:00",2,8450,"Aquisição de Aparelhos de Ar Condicionado."
"000142008",301095,0,"2008-09-09 00:00:00",2,42720,"AQUISIÇAO DE COMPUTADORES, ESTAÇAO DE TRABALHO TIPO SERVIDOR E ESTABILIZADOR/ACUMULADOR DE TENSAO (NO-BREAK)"
"000142009",301095,11,"2009-06-12 00:00:00",2,23900,"AQUISIÇÃO DE CABOS FLEXIVEIS, PARA IMPLANTAÇÃO E MANUTENÇÃO DA REDE SEMAFORICA"
"000142010",301095,11,"2010-07-15 00:00:00",2,22490,"AQUISIÇÃO DE EQUIPAMENTOS DE INFORMATICA"
"000142011",301095,11,"2011-11-04 00:00:00",2,278970,"AQUISIÇÃO DE TRES (3) CAMINHONETES"
"000142012",201004,12,"2013-06-01 00:00:00",2,252450,"homologação em 28/12/2012. AQUISIÇÃO DE 170 (CENTO E SETENTA) NOTEBOOKS DESTINADOS AS ESCOLAS DA REDE MUNICIPAL DE EDUCA"
"000142013",101040,6,"2013-03-04 00:00:00",2,861.35,"Compra de materiais de construções diversos para serviços de reparação do Anexo II."
"000142014",101135,11,"2014-05-02 00:00:00",2,52200,"CONTRATACAO DE EMPRESA PARA LOCACAO DE VEICULOS, PARA ATENDER AS NECESSIDADES DA CAMARA MUNICIPAL DE VEREADORES DE PATOS"
"000142015",101040,3,"2015-03-31 00:00:00",2,18000,"CONTRATACAO DE EMPRESA ESPECIALIZADA EM IMPLANTACAO E SUPORTE DE SISTEMAS INFORMATIZADOS PARA UTILIZACAO NOS DEPARTAMENT"
"000142016",201003,11,"2016-05-09 00:00:00",2,28530,"CONTRATACAO DE SERVICOS DE TRANSPORTE/VIAGENS, PARA ATENDER OS PROGRAMAS SOCIAIS GERIDOS PELO MUNICIPIO DE ALAGOA GRANDE"
"000152006",304095,0,"2006-04-20 00:00:00",2,115700,"Compras e Serviços"
"000152007",303095,0,"2007-04-03 00:00:00",2,87931.13,"AQUISIÇÃO DE SOROS E FIOS DE SUTURA"
"000152008",301095,0,"2008-09-11 00:00:00",2,13560,"FORNECIMENTO DE AGUA MINERAL EM GARRAFOES DE 20 LITROS E COPOS DE 200ML"
"000152009",301095,11,"2009-07-14 00:00:00",2,19190,"AQUISIÇÃO DE PNEUS PARA VEICULOS UTILITARIOS, CAMINHÃO, CARROS EMOTOS"
"000152010",301095,11,"2010-09-03 00:00:00",2,90000,"PEÇAS COM REPOSIÇÃO PARA MOTOS"
"000152011",304095,11,"2011-09-09 00:00:00",2,19200,"Locação de uma máquina copiadora."
"000152012",101171,8,"2013-01-01 00:00:00",2,62000,"CONTRATAÇÃO DE EMPRESA PARA REALIZAÇÃO DE TREINAMENTO E APERFEIÇOAMENTO DE PESSOAL"
"000152013",101040,6,"2013-03-04 00:00:00",2,600,"Manutenção de rede elétrica no Anexo II"
"000152014",101040,3,"2014-08-20 00:00:00",2,49000,"CONTRATACAO DE SERVICOS DE PASSAGENS AEREAS COM TRECHOS DE IDA E DE VOLTA, OU SOMENTE UM DOS TRECHOS; PARA ATENDER AS NE"
"000152015",101040,3,"2015-05-14 00:00:00",2,54600,"CONTRATACAO DE EMPRESA PARA LIMPEZA , HIGIENIZACAO   E APLICACAO DE PRODUTOS APROPRIADOS , NO PISO  DO ANEXO  I  DESTA C"
"000152016",201002,2,"2016-04-04 00:00:00",2,12000,"SERVICOS DE ASSESSORIA E ACOMPANHAMENTO DE PROJETOS"
"000152020",201137,11,"2015-03-27 00:00:00",2,8980,"CONTRATACAO DE SERVICOS ESPECIALIZADO DE  SEGURANCA PARA  A TRADICIONAL FESTA DE EMANCIPACAO POLITICA DO MUNICIPIO DE PE"
"000162006",304095,0,"2006-04-20 00:00:00",2,115700,"Compras e Serviços"
"000162007",303095,0,"2007-04-09 00:00:00",2,8910,"aquisiçao de agua mineral"
"000162008",301095,0,"2008-11-07 00:00:00",2,22918,"AQUISIÇÃO DE MATERIAIS DE INFORMÁTICA"
"000162009",301095,11,"2009-07-28 00:00:00",2,51050,"AQUISIÇÃO DE MATERIAIS DE INFORMATICA"
"000162010",201096,2,"2013-10-30 00:00:00",2,46540,"AQUISIÇÃO DE UM VEÍCULO TIPO AMBULANCIA PARA REMOÇÃO (ZERO) KM ANO 2013/2013"
"000162011",201095,1,"2012-06-26 00:00:00",1,3645067.59,"REMANEJAMENTO DE SERVIÇO."
"000162012",201030,0,"2013-01-02 00:00:00",2,731495,"AQUISIÇÃO DE MATERIAIS DE CONSTRUÇÃO PARA A SECRETARIA DE OBRAS E SERVIÇOS URBANOS, PARA OS SERVIÇOS EXECULTADOS PELA CI"
"000162013",101040,6,"2013-03-22 00:00:00",2,1950,"Serviço de buffet e decoração para sessão especial "
"000162014",101040,3,"2014-08-22 00:00:00",2,9250,"SERVICOS DE DIGITACAO E ORGANIZACAO DOS PROCESSOS ADMINISTRATIVOS DESTA CASA LEGISLATIVA."
"000162015",101135,11,"2015-09-15 00:00:00",2,63410,"CONTRATACAO VISANDO AQUISICAO PARCELADA DE MATERIAL PERMANENTE, PARA ATENDER AS NECESSIDADES DA CAMARA MUNICIPAL DE VERE"
"000162016",201003,11,"2016-05-19 00:00:00",2,214615.37,"AQUISICAO DE MATERIAIS DE LIMPEZA, PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICIPIO DE ALAGOA GRANDE."
"000172006",304095,0,"2006-04-24 00:00:00",2,262700,"Compras e Serviços"
"000172007",301095,3,"2007-06-19 00:00:00",2,69530,"AQUISIÇAO DE FAIXAS, BANNERS, FITAS E CHAVEIROS"
"000172008",301095,0,"2008-11-07 00:00:00",2,262175,"CONTRATAÇÃO DE EMPRESA PARA CONFECÇÃO E IMPLANTAÇÃO DE SINALIZAÇÃO DE TRANSITO"
"000172009",303095,7,"2009-07-02 00:00:00",2,29415,"AQUISIÇÃO EMERGENCIAL DE PRODUTOS QUIMICOS DE LAVANDERIA PARA O ICV"
"000172010",304095,11,"2010-05-12 00:00:00",2,81000,"Aquisição de Verduras,frutas e tubérculos."
"000172011",304095,11,"2011-10-13 00:00:00",2,45.9,"LOCAÇÃO DE 03(TRES) CAMINHÕES COMPACTADORES."
"000172012",201026,2,"2012-07-23 00:00:00",1,395648.59,"EXECUTA OBRAS DE REFORMA E AMPLIAÇÃO DE ESCOLAS E CRECHES MUNICIPAIS, DESTE MUNICIPIO."
"000172013",101040,6,"2013-03-22 00:00:00",2,7785,"Prestação de serviços em software de contabilidade governamental"
"000172014",101040,3,"2014-08-26 00:00:00",2,63389.5,"AQUISICAO DE MATERIAIS DE INFORMATICA, BEM COMO SERVICO DE RECARGA DE CARTUCHOS/TONER E MANUTENCAO EM GERAL."
"000172015",101040,3,"2015-05-13 00:00:00",2,51572.4,"CONTRATACAO DE EMPRESA NO RAMO DE MANUTENCAO PREVENTIVA E CORRETIVA DE TODOS OS EQUIPAMENTOS DE INFORMATICA, COM REPOSIC"
"000172016",201003,11,"2016-05-17 00:00:00",2,399248,"AQUISICAO DE MATERIAIS DE CONSTRUCAO, PARA EXECUCAO DE SERVICOS E REFORMA EM DIVERSOS PREDIOS PUBLICOS, REPOSICAO DE CAL"
"000172044",201188,11,"2014-05-02 00:00:00",2,558195,"LOCACAO MENSAL DE VEICULOS DE PASSAGEIROS FECHADO, COM EQUIPAMENTOS OBRIGATORIOS DE SEGURANCA, PINTURA DE FAIXA HORIZONT"
"000182007",301095,3,"2007-06-26 00:00:00",2,52940.6,"AQUISIÇAO DE MATERIAL DE COPA E LIMPEZA"
"000182008",304095,0,"2008-05-05 00:00:00",2,23200,"Aquisição de Ferramentas e Utensílios "
"000182009",201080,3,"2014-02-17 00:00:00",1,132162.39,"EXECUÇAO DE SERVIÇOS DE CONSTRUÇAO DE PAVIMENTAÇAO EM PARALELEPIPEDO NAS RUAS HONORATO ANTONIO DANTAS E LUIZ LUCAS EVANG"
"000182010",301095,11,"2011-01-12 00:00:00",2,49624.5,"AQUISIÇÃO DE TINTAS"
"000182011",201007,10,"2013-07-01 00:00:00",2,132000,"AQUISIÇÃO DE ÔNIBUS RURAL ESCOLAR - ORE 1 COM COMPRIMENTO MÁXIMO DE 7.000mm E CAPACIDADE DE CARGA ÚTIL LÍQUIDA DE NO MÍN"
"000182012",201030,0,"2013-01-09 00:00:00",2,119935,"AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS DE INFORMÁTICA PARA APLICAÇÃO NAS DIVERSAS SECRETARIAS MUNICIPAIS, DURANTE O EXERC"
"000182013",101040,6,"2013-04-12 00:00:00",2,700,"Emissão de Laudo Técnico"
"000182014",201001,11,"2014-02-18 00:00:00",2,630000,"AQUISICAO DE PNEUS, AMORTECEDORES, ESCAPAMENTOS, BATERIAS E PECAS AUTOMOTIVAS, PARA OS VEICULOS DA PREFEITURA MUNICIPAL "
"000182015",101040,3,"2015-07-01 00:00:00",2,30200,"CONTRATACAO  DE UMA EMPREITEIRA PARA SERVICOS DE RECUPERACAO DE CALCADAS E EMBELEZAMENTO DO JARDIM E DEPENDENCIAS DO ANE"
"000182016",201002,2,"2016-04-20 00:00:00",2,75660,"MATERIAS GRAFICO"
"000182018",201094,11,"2015-06-30 00:00:00",2,60480,"AQUISICAO DE PAES PARA A MERENDA ESCOLAR E DEMAIS SECRETARIAS"
"000192007",304095,0,"2007-06-12 00:00:00",2,87968.4,"Confecção de Fardamentos
LT01(38.761,40)LT02(40.350,00)LT03(8.840,00)"
"000192008",304095,0,"2008-05-08 00:00:00",2,41750,"Aquisição de Equipamentos de proteção Individual "
"000192009",301095,11,"2009-09-25 00:00:00",2,95000,"FORNECIMENTO DE PEÇAS COM REPOSIÇÃO PARA AS VIATURAS"
"000192010",301095,11,"2010-11-25 00:00:00",2,38400,"AQUISIÇÃO DE MATERIAIS DIVERSOS DE CONSTRUÇÃO"
"000192011",304095,11,"2011-11-09 00:00:00",2,83700,"Aquisição de material hidráulico,elétrico,pintura e construção.LOTE01(8.000,00)/LOTE02(31.200,00)/LOTE03 (44.500,00)/LOT"
"000192012",201020,8,"2012-12-17 00:00:00",2,56500,"CONTRATAÇÃO DE BANDAS E ATRAÇÕES MUSICAIS PARA ABRILHANTAR AS FESTIVIDADES DA PADROEIRA DESTE MUNICIPIO E SANTO REIS"
"000192013",101040,6,"2013-04-15 00:00:00",2,13810.03,"Serviços de reforma do Anexo II"
"000192014",101040,3,"2014-11-06 00:00:00",2,40800,"EMPREITADA PARA MANUTENCAO PREDIAL NO ANEXO I DESTA CASA LEGISLATIVA, COMPREENDENDO PINTURA GERAL DAS DEPENDENCIAS INTER"
"000192015",101040,3,"2015-06-17 00:00:00",2,77000,"CONTRATACAO DE UMA EMPRESA ESPECIALIZADA PARA MONITORAMENTO E GESTAO  DAS MIDIAS DIGITAIS DESTA CASA LEGISLATIVA."
"000192016",201002,2,"2016-05-10 00:00:00",2,9030.88,"FARDAMENTO ESCOLAR"
"000202007",301095,3,"2007-06-15 00:00:00",2,71940,"AQUISIÇAO DE 06 MOTOCICLETAS"
"000202008",303095,0,"2008-03-17 00:00:00",2,27413.24,"AQUISIÇAO DE PAES, BISCOITOS E BOLACHAS"
"000202009",304095,11,"2009-06-22 00:00:00",2,142305,"Aquisiçãode fardamentosLOTE01-48.000,00/LOTE02-68.000,00/LOTE3-25.505,00."
"000202010",301095,11,"2010-12-21 00:00:00",2,505000,"AQUISIÇÃO DE COMBUSTIVEIS E ÓLEOS LUBRIFICANTES"
"000202011",201020,12,"2013-09-02 00:00:00",2,147420,"AQUISIÇÃO DE ÔNIBUS ESCOLAR RURAL - ORE 1 COM PLANTAFORMA"
"000202012",201091,3,"2013-01-02 00:00:00",2,28000,"Locacao de Palco, iluminacao, sonorizacao, gerador e banheiros para a realizacao da festa dos  Santos Reis neste munici"
"000202013",101040,6,"2013-04-16 00:00:00",2,6000,"Locação de um veículo tipo utilitário, carroceria fechada, para divulgação das atividades desta Casa Legislativa"
"000202014",101040,3,"2014-11-13 00:00:00",2,75510,"A PRESENTE LICITACAO TEM POR OBJETIVO A CONTRTATACAO DE SERVICOS CONTINUADOS  DE : UMA  EMPRESA ESPECIALIZADA EM PROMOCA"
"000202015",201001,11,"2015-03-31 00:00:00",2,12000,"CONTRATACAO DOS SERVICOS TECNICOS CONTABEIS PARA ASSESSORIA JUNTO AO SETOR DE RECURSOS HUMANOS, COM AS INFORMACOES EM GF"
"000202016",201002,2,"2016-04-20 00:00:00",2,12204,"SERVICOS TECNICOS ESPECIALIZADOS"
"000212007",301095,3,"2007-06-13 00:00:00",1,41577.74,"FORNECIMENTO DE MATERIAL E SERVIÇOS DE IMPLANTAÇAO DE UMA REDE ELETRICA NA SEDE DA STP"
"000212008",304095,0,"2008-05-19 00:00:00",2,52250,"Aquisição de Pneus, Câmaras e Protetores
LOTE01=39.250,00/LOTE02=4.700,00/LOTE03=8.300,00."
"000212009",301095,11,"2010-01-08 00:00:00",2,2500000,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DOS SERVIÇOS DE GESTÃO DA MANUTENÇÃO, OPERAÇÃO E MODERNIZAÇÃO DA RED"
"000212010",304095,11,"2010-05-20 00:00:00",2,46600,"Aquisição de Material de Expediente LOTE I E LOTE II."
"000212011",201095,1,"2012-06-28 00:00:00",1,2483355.96,"REMANEJAMENTO DE SERVIÇO."
"000212012",201213,3,"2012-10-02 00:00:00",2,17894,"AQUISIÇÃO DE BALANÇAS COM VISTAS A ESTRUTURAR A VIGILÂNCIA ALIMENTAR E NUTRICIONAL NO AMBITO DO PROGRAMA DE SAÚDE DA FAM"
"000212013",101040,6,"2013-04-30 00:00:00",2,700,"Serviços de manutenção de rede elétrica e serviço hidráulico"
"000212014",201001,11,"2014-02-28 00:00:00",2,30000,"CONTRATACAO DOS SERVICOS DE FORNECIMENTO DE REFEICOES PRONTAS PARA AS SECRETARIAS E FUNDO MUNICIPAL DE SAUDE DO MUNICIPI"
"000212015",190001,11,"2015-05-07 00:00:00",2,17956862.27,"REGISTRO DE PRECOS PARA AQUISICAO DE MATERIAL HIGIENE E LIMPEZA"
"000212016",201002,2,"2016-05-02 00:00:00",2,50800,"LOCACAO DE VEICULOS"
"000222006",303095,0,"2006-05-22 00:00:00",2,92210.52,"AQUISIÇÃO DE MATERIAL DE EXPEDIENTE"
"000222007",301095,3,"2007-06-21 00:00:00",2,22070,"FORNECIMENTO DE CALÇADOS TIPO COTURNOS, BOTINAS, BOTAS E SAPATOS"
"000222008",303095,0,"2008-03-17 00:00:00",2,98360.8,"AQUISIÇAO DE GLP( GAS DE COZINHA)"
"000222009",603095,6,"2009-03-16 00:00:00",2,596.2,"Cont. de Andrade Comercio e Serviços de Refrigeração ltda p/ manutenção dos aparelhos  ar condicionados do casarão 34."
"000222010",304095,11,"2010-06-28 00:00:00",2,92000,"Aquisição de Equipamentos para Galpões .Item I,II,III,IV e V."
"000222011",201130,2,"2012-01-16 00:00:00",1,198853.02,"REFORMA DE ESCOLAS"
"000222012",201213,3,"2012-10-04 00:00:00",2,51380,"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE CURSOS DE CAPACITAÇÃO DE SERVIDORES DA SECRETARIA DE SAÚDE DO MUNICÍPIO."
"000222013",101040,6,"2013-05-02 00:00:00",2,3420,"Serviço de substituição de telhas e calha"
"000222014",101040,3,"2014-12-16 00:00:00",2,23400,"CONTRATACAO DE EMPRESA PARA LIMPEZA DO PISO, BEM COMO APLICACAO DE RESINA NAS DEPENDENCIAS DOS ANEXOS I E II, COM MATERI"
"000222015",201001,11,"2015-03-02 00:00:00",2,29700,"CONTRATACAO DOS SERVICOS ESPECIALIZADOS DE MAMOGRAFIA MOVEL COM LAUDO PARA O FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE AG"
"000222016",201002,2,"2016-05-03 00:00:00",2,117626,"AQUISICAO DE MEDICAMENTOS DE FARMACIA"
"000232007",301095,3,"2007-06-21 00:00:00",2,19500,"FORNECIMENTO DE LANCHES"
"000232008",304095,0,"2008-06-26 00:00:00",2,2190,"Locação de 02 Veiculos"
"000232009",304095,11,"2009-08-07 00:00:00",2,39850,"Locação de tendas e banheiros Quimicos.LOTE01 29.850,00/LOTE 02 10.000,00"
"000232010",304095,11,"2010-07-23 00:00:00",2,103141,"Aquisição de material de Construção LOTE I 5.491,00/LOTE II 23.950,00/LOTE III 43.000,00/LOTE IV 30.700,00"
"000232011",201003,10,"2013-08-01 00:00:00",1,389220,"Aquisição de mobiliarios escolar de conj. p/ alunos, mesas acessiveis a pessoas em cadeiras de rodas e conjuntos p/ prof"
"000232012",201030,2,"2013-01-02 00:00:00",2,616179.4,"COMBUSTIVEIS, FILTRO E LUBRIFICANTES PARA O ABASTECIMENTO E MANUTENÇÃO DA FROTA DE VEICULOS E EQUIPAMENTOS DESTE MUNICIP"
"000232013",101040,6,"2013-05-03 00:00:00",2,3720.67,"Aquisição de materiais de higiene e limpeza "
"000232014",201001,11,"2014-02-28 00:00:00",2,24530,"CONTRATACAO DE SERVICOS DE SODAS EM GERAL E SERVICOS DE MANUTENCAO NOS TRATORES E MAQUINAS PESADAS, PERTENCENTES AO MUNI"
"000232015",201001,11,"2015-04-01 00:00:00",2,34178.95,"AQUISICAO DE MATERIAL DIVERSIFICADO DE CONSUMO PARA COPA E COZINHA DESTINADO A SUPRIR AS NECESSIDADES DAS SECRETARIAS DE"
"000232016",201010,11,"2016-04-28 00:00:00",2,194350,"REGISTRO DE PRECO PARA SERVICOS DE EXTRACAO, TRANSPORTE E FORNECIMENTO DE PEDRAS EM PARALELEPIPEDOS, DE MEIO FIO E DE MU"
"000242007",301095,3,"2007-07-06 00:00:00",1,126500,"confecçao e implantaçao de tachões e tachas retro-refletivas"
"000242008",603095,0,"2008-07-22 00:00:00",2,1657846.3,"Aquisição estimativa de 550 passagens aereas nacionais 110 passagens terrestres intermunicipais e 330terrestres  interes"
"000242009",603095,6,"2009-04-27 00:00:00",2,119.9,"Cont. Palacio dos Fogoes LTDA, fornecimento de um Fogão semi industrial c/ duas bocas, p/ necessid. copa desta fundacao."
"000242010",304095,11,"2010-07-07 00:00:00",2,19400,"Aquisição de tendas e banheiros químicos LOTE I"
"000242011",201105,2,"2013-09-01 00:00:00",1,228765.24,"Construção de uma Unidade de Saúde da Família."
"000242012",201213,7,"2012-07-02 00:00:00",2,3600,"AQUISIÇÃO DE COMPRESSORES DESTINADOS AO PROGRAMA CEO."
"000242013",101040,6,"2013-05-03 00:00:00",2,1300,"Serviço de retalhamento do anexo II e substituição de gesso do anexo I."
"000242014",201001,11,"2014-02-28 00:00:00",2,130000,"CONTRATACAO DE HORAS MAQUINA COM TRATOR DE ESTEIRA DESTINADAS AS ATIVIDADES DA SECRETARIA DE AGRICULTURA DESTE MUNICIPIO"
"000242015",201001,11,"2015-04-01 00:00:00",2,14289.35,"AQUISICAO DE MATERIAL DE LIMPEZA E HIGIENE PARA A CRECHE MARIA JOSE BARBOSA DE OLIVEIRA DONA ZEZE DO MUNICIPIO DE AGUA B"
"000242016",201020,11,"2016-05-11 00:00:00",2,168597,"AQUISICAO DE EQUIPAMENTOS E MATERIAL PERMANENTE DESTINADOS AO HOSPITAL MUNICIPAL DR. CLOVIS BEZERRA CONFORME PROPOSTA DE"
"000252007",301095,3,"2007-08-14 00:00:00",1,77812,"confecçao de fardamentos"
"000252008",603095,8,"2008-01-21 00:00:00",2,4000,"Contratação da Orquestra Metalurgica Filipéia, rep. José Walter da Costa , p/ apresent. dia 26/01/08 na Prog. do Carnava"
"000252009",304095,10,"2009-09-09 00:00:00",2,8650,"LOCAÇÃO DE 01 (UM) CAMINHÃO ."
"000252010",303095,12,"2010-09-02 00:00:00",2,190000,"AQUISIÇÃO DE CAMAS HOSPITALARES"
"000252011",303095,8,"2011-10-03 00:00:00",2,182400,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA, COM REPOSIÇÃO DE PEÇAS EM EQUIPAM"
"000252012",201030,2,"2013-01-07 00:00:00",2,57600,"LOCAÇÃO DE TRES VEICULOS PARA ATENDIMENTO AS SECRETARIAS DE ADM.E FINANÇAS, OBRAS E SERV.URBANOS E SERV.RURAIS"
"000252013",101040,6,"2013-05-03 00:00:00",2,1400,"Serviços de limpeza e transporte dos móveis do anexo II."
"000252014",201001,11,"2014-02-28 00:00:00",2,20000,"CONTRATACAO DOS SERVICOS DE INTERNET VIA RADIO PARA DIVERSOS PONTOS DO MUNICIPIO DE AGUA BRANCA/PB"
"000252015",201003,11,"2015-11-10 00:00:00",2,124500,"AQUISICAO DE RECARGA DE BOTIJOES DE GAS LIQUEFEITO DE PETROLEO (GAS DE COZINHA) E VASILHAMES DE 13 KG, PARA ATENDER AS N"
"000252016",201002,2,"2016-05-16 00:00:00",2,88229,"AQUISICAO DE PECAS E SERVICOS"
"000262007",301095,3,"2007-07-26 00:00:00",2,7914.93,"fornecimento de cartuchos originais"
"000262008",303095,0,"2008-03-11 00:00:00",2,39276,"AQUISIÇAO DE AGUA MINERAL"
"000262009",304095,10,"2009-09-19 00:00:00",2,37000,"Confecção de materiais impressos."
"000262010",101200,12,"2011-03-17 00:00:00",2,36835.08,"PRESTAÇAO DE SERVIÇOS DE TELEFONICA MOVEL CELULAR, DO SERVIÇO MOVEL PESSOAL, PLANO DIGITAL POS PAGO A SER EXECUTADO DE F"
"000262011",603095,6,"2011-06-10 00:00:00",2,860,"Contrat. Empresa Center Vidros Ltda Me, para Aquis. de 02 espelhos 4mm, serao colocados em base de madeira existente na "
"000262012",201030,2,"2013-01-07 00:00:00",2,120604,"FILTRO DE OLEO E LUBRIFICANTES PARA O ABASTECIMENTO E MANUTENÇÃO DA FROTA DE VEICULOS E EQUIPAMENTOS DO MUNICIPIO, DURAN"
"000262013",101040,6,"2013-05-03 00:00:00",2,1860,"Aquisição de material decanetas ,garrafas e porta lápis personalizados."
"000262014",201001,11,"2014-02-28 00:00:00",2,83020,"AQUISICAO DE CARNE BOVINA PARA A SECRETARIA DE EDUCACAO E ASSISTENCIA SOCIAL DESTE MUNICIPIO"
"000262015",201002,2,"2015-05-21 00:00:00",2,42189.6,"AQUISICAO DE PRODUTOS HORTIFRUTIGRANJEIROS"
"000262016",201020,11,"2016-05-02 00:00:00",2,55600,"LOCACAO DE VEICULO, TIPO CAMIONETA, CABINE DUPLA, 4X4, ANO/MODELO 2015/2016, CAPACIDADE PARA 5 PASSAGEIROS, COM AR-CONDI"
"000272006",603095,2,"2007-01-29 00:00:00",1,17944.3,"Reforma  do pavimento superior do Casarão 34, localizado a rua Viscondes de Pelotas, centro em João Pessoa-PB."
"000272007",301095,3,"2007-08-13 00:00:00",2,75650,"fornecimento e implantaçao de colunas e braços projetados p/semaforos veiculares, colunas para porta foco de pedestre"
"000272008",603095,8,"2008-01-21 00:00:00",2,3000,"Contratação da Banda Praieiros, rep. José Inácio Filho, p/ apresntação dia 02/02/08, na Prog. do Carnaval 2008."
"000272009",303095,12,"2009-03-25 00:00:00",2,46937.73,"AQUISIÇÃO DE PÃES, BOLACHAS, BISCOITO E FARELO DE TRIGO"
"000272010",303095,12,"2010-10-06 00:00:00",2,3795,"AQUISIÇÃO DE CONDICIONADOR DE AR PARA O ICV, ATRAVÉS DA ADESÃO À ATA DE REGISTRO DE PREÇOS VINCULADA AO PREGÃO ELETRÔNIC"
"000272011",304095,11,"2011-12-29 00:00:00",2,210000,"AQUISIÇÃODE VERDURAS,FRUTAS E TUBÉRCULOS."
"000272012",201213,7,"2012-08-06 00:00:00",2,7875,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE NITROGÊNIO LÍQUIDO PARA MANTER RESFRIADO O SÊMEN UTILIZADO PARA O MELHORAMEN"
"000272013",101040,6,"2013-05-17 00:00:00",2,300,"Serviço referente ao conserto da linha telefônica e internet."
"000272014",201001,11,"2014-02-28 00:00:00",2,14770,"AQUISICAO DE CARNE BOVINA PARA A O FUNDO MUNICIPAL DE SAUDE DESTE MUNICIPIO"
"000272015",201002,2,"2015-06-10 00:00:00",1,61798.68,"EXECUCAO DOS SERVICOS COM A CONSTRUCAO DE CERCA COM MURETA EM TORNO DA ESCOLA DE SEIS SALAS DE AULAS LOCALIZADA NO SITIO"
"000272016",201008,11,"2016-05-19 00:00:00",2,52220,"CONTRATACAO DE EMPRESA PARA AQUISICAO DE CURATIVOS HIDROCOLOIDES PARA SEREM UTILIZADOS EM PACIENTES COM FERIMENTOS CRONI"
"000272020",201047,7,"2015-07-17 00:00:00",2,34238.89,"AQUISICAO DE MATERIAL DE COPA E COZINHA PARA ATENDER AS NECESSIDADES DE DIVERSAS SECRETARIAS DESTE MUNICIPIO"
"000282006",303095,0,"2006-06-12 00:00:00",2,66268.71,"AQUISIÇÃO DE GENEROS ALIMENTICIOS"
"000282007",301095,3,"2007-08-13 00:00:00",2,14000,"recarga de tonners das impressoras desta sttrans"
"000282008",303095,0,"2008-03-31 00:00:00",2,200737.4,"AQUISIÇAO DE CARNE, FRANGO E PEIXE"
"000282009",303095,11,"2009-05-14 00:00:00",2,145153.97,"AQUISIÇÃO DE GENEROS ALIMENTICIOS"
"000282010",301095,12,"2011-03-01 00:00:00",2,231300,"LOCAÇÃO DE 15 VEICULOS, TIPO SEDAM"
"000282011",304095,11,"2012-01-25 00:00:00",2,55000,"AQUISIÇÃO DE MATERIAL DE CONSTRUÇÃO. "
"000282012",201030,2,"2013-01-10 00:00:00",2,302110,"LOCAÇÃO DE VEICULOS PARA ATENDER AOS SERVIÇOS DESENVOLVIDOS PELAS DIVERSAS SECRETARIAS MUNICIPAIS, AO LONGO DO EXERCICIO"
"000282013",101040,6,"2013-05-22 00:00:00",2,959.58,"Compra de materiais diversos"
"000282014",201001,11,"2014-02-28 00:00:00",2,80000,"AQUISICAO DE MATERIAIS, REAGENTES E EQUIPAMENTOS PARA O LABORATORIO DE ANALISES CLINICA DESTE MUNICIPIO"
"000282015",201003,11,"2015-11-23 00:00:00",2,36000,"LOCACAO DE UM VEICULO TIPO CACAMBA COM CONDUTOR, PARA SER USADO NOS SERVICOS DE COLETA E TRANSPORTE DE METRALHAS E ENTUL"
"000282016",201008,11,"2016-06-01 00:00:00",2,157030,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA AQUISICAO DE FOGOS DE ARTIFICIOS EM GERAL, E REALIZACAO DE SHOW PIROTECNICO, P"
"000292007",303095,0,"2007-03-30 00:00:00",2,19435,"aquisiçao de gas glp-gas de cozinha a granel"
"000292008",603095,8,"2008-01-24 00:00:00",2,1500,"Contratação da cantora GracinhaTeles, rep. José Walter da Costa, p/ apresentação dia 25/01/08, na Prog. do Folia de Rua "
"000292009",303095,12,"2009-03-17 00:00:00",2,466957.61,"AQUISIÇÃO DE CARNE, PEIXE E FRANGO"
"000292010",304095,11,"2010-07-09 00:00:00",2,63500,"Aquisição de Embalagens Descartáveis de Alumínio(quentinhas)."
"000292011",303095,11,"2011-03-25 00:00:00",2,106969.2,"SISTEMA DE REGISTRO DE PREÇOS PARA A AQUISIÇÃO DE PRODUTOS QUIMICOS DE LAVANDERIA (LINHA PÓ)"
"000292012",304095,11,"2012-11-15 00:00:00",2,148500,"Aquisição de Material de Limpeza."
"000292013",201002,2,"2013-06-03 00:00:00",2,17500,"SERVICOS DE COPIAS XEROGRAFICAS"
